youtube_id,bpm,key,camelot,energy
nzl0hOm-8WQ,117,A minor,8A,0.099843
09L0l9ygLZM,125,A# major,6B,0.184963
qizk3MTuc2U,104,E minor,9A,0.137877
AexFISvKnyM,176,C major,8B,0.102901
VNzzgNX1k4Q,125,D# minor,2A,0.08234
HBttSU1yDP8,161,C minor,5A,0.178864
Tqu-2sZSNEc,122,C minor,5A,0.116048
A7vuDU7vrY0,117,E minor,9A,0.14921
BzLLIjr7d1U,110,D minor,7A,0.11999
LiJCtgPQKIw,122,F minor,4A,0.094601
9GKCSp0fKfI,117,C major,8B,0.087409
LRizGkpySZY,115,C minor,5A,0.100504
rsml6sbIM2A,115,C minor,5A,0.27288
-NpBSAkR8yQ,122,E minor,9A,0.17953
MS4fnBfTkf0,117,G major,9B,0.101708
REWFidBQ_z0,122,F# minor,11A,0.269364
Nlz03yVSWyc,117,A minor,8A,0.107243
D6GWUy4t_Zc,110,C major,8B,0.0428
NPsk1BsUCgw,117,D# minor,2A,0.113564
tjNkGdqAuS0,112,C# minor,12A,0.096265
F2QRny393HY,102,A# minor,3A,0.129094
pejq840tXGc,108,F# minor,11A,0.222828
uit8WhT0XVM,120,D# minor,2A,0.077553
AWTooBL_EGU,112,D# minor,2A,0.045244
mNFzhWAL5r0,122,G# major,4B,0.115064
Oka7etG00uY,120,G# minor,1A,0.151195
kK1cTCK_qMI,104,C# major,3B,0.210402
NdzZGteAFjw,117,G# major,4B,0.141725
UMmsCmre_S8,123,F major,7B,0.127965
_BpWjG_10gY,115,C minor,5A,0.139938
6gGr8O40OXs,102,G# minor,1A,0.161014
ZIQ090mouLk,122,D# minor,2A,0.246328
qO_oiNO8rCs,122,C major,8B,0.111752
b4HxLA2zigA,117,D# minor,2A,0.127029
9WTr3iKzNCY,120,D# minor,2A,0.228209
tQR1cPN2ph0,133,C minor,5A,0.034278
SNZQoWquwPQ,122,A major,11B,0.269647
_XEIw2wTXKQ,125,C minor,5A,0.169238
gLd-KE0MKKw,117,D# minor,2A,0.134674
UNesbHxl0qQ,122,D minor,7A,0.205435
0gmhgWA76GY,125,A major,11B,0.125744
XfHNvfivOeg,120,F minor,4A,0.137903
W5AxmLF55ko,128,C major,8B,0.134203
uH0ZJNHFy6I,125,A major,11B,0.156572
PCZ_59pty74,117,C# minor,12A,0.16553
NV3lSgi6Gdg,102,F# major,2B,0.133429
qstk50OyuH4,128,B major,1B,0.172532
wM-TEU5Te8E,134,G major,9B,0.160249
V8Ay25BIHw4,125,C minor,5A,0.206045
BEm6DbCO2do,128,F# minor,11A,0.142996
CxFwbRfuUvk,131,D# major,5B,0.158072
pKEUuF_PdNM,106,E minor,9A,0.204028
QfMe-EWEGfQ,144,A major,11B,0.294684
agPQBtHqzgA,128,A# minor,3A,0.153586
hpko_0esAcA,128,F major,7B,0.172752
-L-wglI4yfk,104,C# major,3B,0.104507
avbISsqBLt8,134,D minor,7A,0.2375
gHMoKz-q_mU,170,E minor,9A,0.19469
QrAJBSZDjxA,120,E minor,9A,0.130537
8c6mgsfayKY,100,G# major,4B,0.093242
Nsct-e-HVE0,100,D# minor,2A,0.175058
idmcswvIsQw,88,C# major,3B,0.112051
hR6MFEEmlyA,128,A# major,6B,0.172624
5Uyf-NVC7Yo,170,A# major,6B,0.211364
sHNo2l_NxRk,134,C minor,5A,0.188996
XeGjcDJ8nGE,133,F# minor,11A,0.162235
CrB-1OveA1I,141,D minor,7A,0.137729
rclzB0SCzGw,131,E minor,9A,0.213956
Kfq-cLE59U4,104,C major,8B,0.172034
DqUj_NyNPTE,137,C# minor,12A,0.154035
ylmoTGBoGho,156,C# minor,12A,0.150073
UvawdftUaWI,100,G# major,4B,0.182898
XzDZBHpT9Qg,100,D major,10B,0.195861
i8ORCyuQy-M,100,C# minor,12A,0.195761
8BuC1F_IkVI,104,F# minor,11A,0.229023
LumVKcFO9Ns,110,D minor,7A,0.08244
2GoVibasqgM,106,E major,12B,0.308726
Cod6MTToQ_I,100,D minor,7A,0.321782
5ZTzP4Baq-0,110,B minor,10A,0.201877
-vbnxrccBQQ,110,C# major,3B,0.257257
MbkqJKVV2tI,106,F# minor,11A,0.284506
ux1yl2oZRXM,108,F minor,4A,0.2192
ZqtwWF24LW8,106,A major,11B,0.132163
QDwWWzlFENE,106,C# major,3B,0.081854
0bHzyyc8U9A,110,F# major,2B,0.17595
4oj0Wo7zbtM,125,D# minor,2A,0.102636
3FqpyS2MefE,123,A minor,8A,0.115092
NTrtUBVjPpY,117,A minor,8A,0.119545
-nVVuR0ldSc,122,E minor,9A,0.214065
7sjW_FfHgWs,122,D major,10B,0.17411
06iLRpkgAt0,125,D# minor,2A,0.234839
-DYeGzBKPYo,131,G# major,4B,0.178655
EX1-K6qv2MY,84,C minor,5A,0.151503
4gUXQjq8mGg,128,D# minor,2A,0.114797
7ZrxPzSrOHY,136,G minor,6A,0.075906
ZSbgvDYLNVw,128,A minor,8A,0.124565
qnqtR3rrrF4,120,F# minor,11A,0.101867
A6WIbvwcVUg,112,C major,8B,0.225496
NUc2mLrqqdA,131,E minor,9A,0.165795
Q-_UlgGJ3DQ,134,G minor,6A,0.064671
Et-u40phiOY,126,C major,8B,0.145782
Gxvdj9m5Qsg,120,A major,11B,0.119274
4we-WfZTauc,125,A# minor,3A,0.136314
iLbWfWgXgl8,125,G# minor,1A,0.110384
cv3YQQwWRPw,117,A# minor,3A,0.133777
N-fTIZ3KlJM,131,A major,11B,0.107531
ZTpfqF-aVbM,123,F# minor,11A,0.072239
HYuGkN6v6nQ,122,A# minor,3A,0.144469
HJKdGA3jORg,115,G# minor,1A,0.091531
OstMSyKUYLo,106,B major,1B,0.136464
Ce6JZDzEobQ,106,C major,8B,0.190824
WQlxViAJCJE,152,D minor,7A,0.101849
5aJ88ZGsNnc,100,C minor,5A,0.13515
CzYz5KMWnWs,117,F# minor,11A,0.216472
0vu12zSixUo,112,G major,9B,0.184981
PAyO4LsoGyI,122,C minor,5A,0.131319
ncirwCkflIc,102,D# minor,2A,0.153375
nSGypIDJYn8,104,C# major,3B,0.070256
n_YC3dWBM58,110,F# major,2B,0.160294
bEvsA6sxp9g,106,D# major,5B,0.069671
qGM21pyHinQ,106,D minor,7A,0.196802
IhOjaLiVlis,161,F# major,2B,0.24444
MD_ylJH7nNk,120,E major,12B,0.059996
A6_bmD7nzAM,125,B minor,10A,0.147172
C_hXb6RdjK0,104,C# minor,12A,0.122465
-L-wglI4yfk,104,C# major,3B,0.104507
MiZ6kPA4Iyk,133,G minor,6A,0.149795
frpbqT2WFjU,117,A major,11B,0.027921
s0zzDNpTxJs,134,D major,10B,0.197226
8jnm5JucvL8,125,B minor,10A,0.158337
8Eq0i187kvE,131,D# minor,2A,0.179798
ND7wzRf5BqA,128,B minor,10A,0.054042
HAtZlGW_q1o,141,C major,8B,0.173312
i6MUUL7-kw0,131,A# minor,3A,0.276467
BTFs0vNsfks,108,C minor,5A,0.266072
slvNU6gnw7U,137,E minor,9A,0.077872
VSrNMGvd9bY,134,C major,8B,0.183449
OPvhUpnocx0,137,F minor,4A,0.19623
vVMb2Y02MX0,137,D minor,7A,0.213412
96yGRmGH6i0,137,G minor,6A,0.107886
C9z_b9sZU7k,131,G major,9B,0.217167
P0dKXZlFUMk,141,A minor,8A,0.184784
07q_yahvHO4,106,G major,9B,0.182358
GGMPLD2UM4M,117,G# minor,1A,0.222668
YuJgNBWQDpQ,104,D# major,5B,0.132579
3a5YvcPgqL0,106,F# minor,11A,0.214495
r_60kPGDyNM,106,D minor,7A,0.20624
0vu12zSixUo,112,G major,9B,0.184981
riuegh8HHCg,108,C# minor,12A,0.248188
xpCDjRmwfeI,110,D# minor,2A,0.107196
ht9KGTbRcvY,128,A major,11B,0.133358
JqNjG2bKaeQ,95,G minor,6A,0.123089
3ESaUT5UXSk,148,E minor,9A,0.124837
NxgrdxTvlro,106,D# minor,2A,0.219884
XKhpov5H_8s,108,D minor,7A,0.204678
nSGypIDJYn8,104,C# major,3B,0.070256
ucnk3dIZlz4,156,F minor,4A,0.204047
N2kjMi3OC8M,148,E minor,9A,0.179377
xH8BywrTTW8,106,D minor,7A,0.135851
AVTop5RQ-3M,104,F# minor,11A,0.166569
QWTQxt7h5J4,161,D minor,7A,0.159286
5J0-Aaq66Po,122,D minor,7A,0.078073
oxwiKOLV7Iw,110,C# minor,12A,0.228439
P81YSw80P28,100,D minor,7A,0.263571
CzYz5KMWnWs,117,F# minor,11A,0.216472
dnY5q-IYqfw,148,D# major,5B,0.150214
nLgd43xYfcA,108,D minor,7A,0.165284
3pqGFVLxpYk,106,D# minor,2A,0.230524
LlvFRKo9kIQ,106,B minor,10A,0.120327
Ao6IWkF5JlU,106,G major,9B,0.122522
dVHPDAUCL0U,106,C# minor,12A,0.105487
DIUPQzszef4,106,E major,12B,0.226937
c2ek5nZAjVk,104,D# minor,2A,0.277511
59tafA0FnAk,104,A major,11B,0.243993
omJuxrA5NhM,128,F# minor,11A,0.135124
vBvYUTcOEiA,128,G major,9B,0.149995
8S_wqZOO1Sc,104,E minor,9A,0.325193
rLWLFsC9btc,104,D minor,7A,0.198443
GeOJ80fEb-4,125,C# minor,12A,0.115537
FHcw6gNVauY,131,C# major,3B,0.372929
PAyO4LsoGyI,122,C minor,5A,0.131319
cKIQfg-Es-U,125,D# minor,2A,0.272565
TccEptvVwb8,120,A minor,8A,0.198455
oBUYzL6qFl4,128,D# minor,2A,0.155213
cAtL-77ooY4,129,G# major,4B,0.181211
rYBUDRSeeeE,106,F# major,2B,0.163936
V00xNTTvUTg,131,G# major,4B,0.140556
Uo15eSeommo,134,D major,10B,0.171189
H0-SZw1S4SM,134,G minor,6A,0.103347
2PW0SPOJsuA,131,C# minor,12A,0.10516
u6y6E7dVPus,110,D major,10B,0.145734
iSPtq3kyGQI,148,C minor,5A,0.170537
vi2YgYJz4fI,144,A# minor,3A,0.154563
UDfDM9wVJXU,128,A# minor,3A,0.186937
mrW4iUCXS40,141,C major,8B,0.170963
aUHCmMNjQkw,131,D minor,7A,0.181938
TeGR6rCE5lI,141,A major,11B,0.108162
ihrh8wWZl0A,134,A minor,8A,0.13837
OGNWrfB2lfQ,141,F minor,4A,0.161935
CbTUguBKg5g,148,D# minor,2A,0.334377
-3bcdTQzBAk,122,A# minor,3A,0.16607
95gP3m-uBHA,110,A# minor,3A,0.22197
0RzfWRgue7M,137,C# minor,12A,0.214661
roNLnD6JXdo,125,F# major,2B,0.141686
YkTyQ0kgmzs,152,D# minor,2A,0.224756
5oe3mEx_-JQ,112,C# minor,12A,0.115993
627XGCfxwfM,131,A minor,8A,0.08232
7otPDXH89sE,122,B major,1B,0.304765
200tmiDdht0,170,B major,1B,0.158636
p4KqVaNtnhY,115,D# major,5B,0.117542
7jROHgXSRuU,141,G minor,6A,0.234148
oRdxUFDoQe0,137,A# minor,3A,0.211987
b-elzq4IaOk,128,B minor,10A,0.13391
SIJOo5QaoQM,128,C# major,3B,0.215142
6lcVj-qhpv4,128,C# minor,12A,0.119011
Jd8GJyic_ec,131,A major,11B,0.246493
anfXBA1Ukww,137,G major,9B,0.152112
n2gNWtvgjUU,117,D# minor,2A,0.217988
DQyHntFhVXI,102,E minor,9A,0.071657
joqwVzS0WWk,125,G# minor,1A,0.198899
38cC2dFBZUg,134,C major,8B,0.094074
vVV8INmiXpw,122,D minor,7A,0.08557
5k4WWGJyCiE,131,G major,9B,0.08035
KMHJxUC1iMI,128,B minor,10A,0.210633
ABAbm_4jB-I,122,F minor,4A,0.134387
HXU5Rxc3vBQ,120,G minor,6A,0.117058
nc-o3elBPWc,131,C major,8B,0.066447
tD1aQlUXZus,99,A# minor,3A,0.037964
pfwHUs6I1LY,131,B minor,10A,0.190077
k1iDkMbJzG4,102,F# minor,11A,0.150843
ZZKkxAQYxyE,123,C major,8B,0.05147
JWIXkF_7JII,137,F# major,2B,0.115973
qBYNKS-lC28,125,D major,10B,0.106927
igUp6xqauwg,131,G major,9B,0.135008
-emLoSJXXZA,134,A minor,8A,0.417628
3dtHITh-KPo,120,G# major,4B,0.035181
icXMZbtqFLM,134,A minor,8A,0.108674
iIsVzSMRw8E,110,D minor,7A,0.128953
fqX5AM-7ixM,104,B minor,10A,0.065204
n13meZB_6oE,128,A minor,8A,0.156051
VSrNMGvd9bY,134,C major,8B,0.183449
OM9KdvA7D7E,125,G major,9B,0.021019
gRCsUVEkCgQ,134,D minor,7A,0.237452
vjue3PcBzig,134,E minor,9A,0.179349
6AqaXgPqn5E,137,C minor,5A,0.21552
TjFYD8jxwkA,141,D# minor,2A,0.129564
QoV0Hra1YzA,144,C major,8B,0.170444
osTq75dBFHI,122,D major,10B,0.080074
NrrnATGfowA,100,A# major,6B,0.239388
va_K5LYa3hk,137,E minor,9A,0.180107
VJA6ucUcj6k,144,A minor,8A,0.235437
-neNVbU2KpY,141,A minor,8A,0.150129
CBPayK-utcA,110,C major,8B,0.136733
qebvIL_cdjE,120,G# major,4B,0.095895
jDKXcw0s2gE,99,E minor,9A,0.302824
MD4asvIQsfw,122,E minor,9A,0.122164
avaiTHwCkIc,128,C minor,5A,0.111934
tC8DJ6IESAU,144,G major,9B,0.266563
FSQ1dbtpezk,141,F# minor,11A,0.065914
KKKEUhpj6RU,134,D# minor,2A,0.135628
OoHmnMbmS-k,99,D# minor,2A,0.169328
tE_rxIc5PGs,131,E minor,9A,0.122721
8n12_Jxkhwg,97,D minor,7A,0.150693
hIOm13a9wbE,110,G# minor,1A,0.196327
dXTGN_St-ho,108,C major,8B,0.110853
xcnm7FbvjO0,104,D# minor,2A,0.124655
_2XTFe9J5wY,141,D# major,5B,0.136298
nIUP-dtiOLg,108,D major,10B,0.103618
SVOuYquXuuc,125,A major,11B,0.047397
7UjvdZm-Tu8,128,C major,8B,0.192764
f0_pU7F5E3U,144,G minor,6A,0.179556
qcQexz1iU5M,120,F minor,4A,0.089105
BstZhHu-oIU,131,E minor,9A,0.16804
ao5a8sJW_s8,125,A minor,8A,0.1033
KKKEUhpj6RU,134,D# minor,2A,0.135628
xEPfSWk0Lsw,117,E major,12B,0.122589
VETByMEUVS4,128,A major,11B,0.171315
6RogMtDT9F4,128,D# minor,2A,0.25128
dxWfZFJln-g,133,C# minor,12A,0.132928
ZpqnOsMJUXc,88,G minor,6A,0.058469
mLOYC8W3ms0,134,D major,10B,0.078428
hAarggvYFtk,144,C# minor,12A,0.15459
XGqydwBHlqA,134,A# major,6B,0.25468
kmOP0jzfnYE,141,E major,12B,0.082349
hbl4ZlQ-O2I,148,C# major,3B,0.149868
jibqNCbHtBw,115,D minor,7A,0.173985
4o4joooH5tg,70,A major,11B,0.041718
uk3RB3MfhtU,141,D minor,7A,0.430319
bqYzpxt1h04,112,G# minor,1A,0.118449
J6yCQncXP4o,148,A# minor,3A,0.247698
PIvtwBfrSvg,144,D# minor,2A,0.261587
7UnOf8lRSxQ,106,D minor,7A,0.240483
SDmgM5J2sTE,148,A# minor,3A,0.384713
tFFbEUyYrhI,144,F# minor,11A,0.063295
q6deBXKZ4UA,100,E minor,9A,0.335918
QrRVYXxI4uc,137,C# minor,12A,0.293
A3l_r_YAc7Y,148,D# major,5B,0.324698
qP6Mc4TyU8I,137,A major,11B,0.147832
X_T3kr-1OsM,144,D# minor,2A,0.302415
yeDuUQZwY-s,144,C# minor,12A,0.141547
7PROO57TumE,112,C minor,5A,0.177927
rMa8GUWSHuc,152,D# minor,2A,0.418122
TS6E9byXHgM,128,F minor,4A,0.159487
3_5oRtBDtfg,125,F# major,2B,0.203768
B4TxEsRxltg,102,C# major,3B,0.267425
p3u0j5kjSCM,125,C minor,5A,0.118911
xZNx9EVMknw,106,C# minor,12A,0.137092
OjIH5eacfPc,134,E minor,9A,0.23082
-Ew1MwKKjvU,125,D# minor,2A,0.123049
CczxI_AlmO0,156,F minor,4A,0.247466
825ToQ0sM1E,100,D major,10B,0.196533
MMpAq3cB4zs,97,C major,8B,0.110365
oxhPIxZTJV4,134,D minor,7A,0.162501
FJzZ6zIJZzo,95,F major,7B,0.149889
E3qxGh2XJuo,125,F# minor,11A,0.028948
IUAjSB0q7zg,128,D# major,5B,0.223781
Rl6Sg7-D9Kg,110,E minor,9A,0.134264
GxZuq57_bYM,131,C# major,3B,0.174422
GBATlUBYfYw,120,A# major,6B,0.201229
en1uwIzI3SE,141,F major,7B,0.077929
b4AiWfInKBU,99,D minor,7A,0.106661
eYJrxbb81C0,95,B minor,10A,0.147572
N5ZQlppxTcM,94,E minor,9A,0.242776
ToP956kCeA4,98,B minor,10A,0.223599
GNFqMx0gY7I,91,A minor,8A,0.134758
K9F5xcpjDMU,100,A# major,6B,0.157558
kLxEapLPPKY,99,F# major,2B,0.156134
WY-Z6wm6TMQ,117,F# minor,11A,0.138916
OIah18jcJko,95,A# minor,3A,0.089018
P3E1sZSUU9w,97,G minor,6A,0.130371
eZK7E4N30gs,92,G major,9B,0.225145
9qxZoK8BSps,117,C minor,5A,0.061104
P9AsZcbRa7w,128,E minor,9A,0.181787
gauWhCWsjgw,95,B minor,10A,0.09789
23ihawJKZcE,125,G minor,6A,0.11556
L85p2z7yVxQ,134,D minor,7A,0.067727
fNkesGbt3vc,104,G# minor,1A,0.215463
tRV4Y1JqPnE,141,D# minor,2A,0.120959
7ZOqI15csjw,141,C major,8B,0.260784
XGqydwBHlqA,134,A# major,6B,0.25468
n4xiIDK8SoI,134,F# minor,11A,0.163021
4o4joooH5tg,70,A major,11B,0.041718
hbl4ZlQ-O2I,148,C# major,3B,0.149868
ILWrbhx6gMM,140,A# minor,3A,0.134495
AT_LmYUcKcY,141,E major,12B,0.0494
tFFbEUyYrhI,144,F# minor,11A,0.063295
_2XTFe9J5wY,141,D# major,5B,0.136298
BmG7mP_03rQ,140,B minor,10A,0.081211
SB5h5Z8peDs,134,B minor,10A,0.137473
F2QRny393HY,102,A# minor,3A,0.129094
lvythlWSHM0,137,F minor,4A,0.249944
uk3RB3MfhtU,141,D minor,7A,0.430319
NcXG7vnrYGU,137,D minor,7A,0.223484
m6V9MYa_zJg,131,F minor,4A,0.081388
pQfnXXM7szQ,148,A major,11B,0.175432
ZuLXXXqn8bo,144,A# minor,3A,0.404202
rVx5AbsM25I,148,C minor,5A,0.257656
7vRCLH1n3zw,152,E minor,9A,0.222252
V2vWKvhitIk,125,C major,8B,0.18813
hQOd9bfaeko,137,D# major,5B,0.357535
ozXtORJjmHw,148,E minor,9A,0.207046
XOiqVejo4gk,141,G minor,6A,0.183805
MkZ3gPWYxc8,148,F minor,4A,0.244289
Q6S-icvXbfs,122,C# major,3B,0.27491
pUHFE5ggXg0,148,A# minor,3A,0.325265
vCdpzKkihbA,141,G# minor,1A,0.362544
eABkbtJKgCk,137,B minor,10A,0.160937
4Pro38zqZ_Y,102,C# minor,12A,0.44119
hxsOXOPni0o,161,F major,7B,0.075608
3bNJpJGZqPo,131,D major,10B,0.075042
s6P9vaYAZBA,141,F minor,4A,0.363564
C5lspgiOi0U,125,D minor,7A,0.174296
WhtVkAMf7R4,131,F major,7B,0.151905
YJCfzrPUp0I,134,C major,8B,0.156286
5lznAR-N5l4,141,F minor,4A,0.376505
CiNvGUqVzJA,125,A# minor,3A,0.077692
KIGQovB5Yfc,131,D# minor,2A,0.259245
irbKleAtS_A,125,E minor,9A,0.093132
3pqGFVLxpYk,106,D# minor,2A,0.230524
BClzxKKwrnc,131,D# minor,2A,0.186092
E4dSRpSnPOU,125,A# minor,3A,0.137166
HFWKJ2FUiAQ,125,A# major,6B,0.03795
pFU786U11_E,128,D# minor,2A,0.228104
gE_CvHOVnZU,131,D minor,7A,0.14153
A7uwv0ZUa-0,131,A# minor,3A,0.201134
A7UhUj1kJl0,89,E minor,9A,0.20489
MjRxWZrlcoQ,134,D# minor,2A,0.139674
b5Tn7-mGxJk,106,C# minor,12A,0.167616
BTZAQlr6ZZc,131,E minor,9A,0.057294
DVijBCpLLM4,128,B minor,10A,0.155548
obgZdiwXIPA,102,D# minor,2A,0.189096
guQUwkglM_o,120,E major,12B,0.282136
Sk8LSqSDjxc,108,D# major,5B,0.132464
u03Ub9dbonU,161,F# major,2B,0.227023
l2xusIzCX64,106,D minor,7A,0.194433
mpc8oswdKqA,106,C major,8B,0.154997
Jr0_HkGdAX4,106,G# major,4B,0.120167
AkVf58dpsqg,106,C# minor,12A,0.351433
SVOPJNFRG78,108,C major,8B,0.099834
uVMHUj2vCas,108,G minor,6A,0.104888
hvuK2Nh4L58,110,E minor,9A,0.182521
kbx1DsEd-ME,106,C# minor,12A,0.273463
4uqR6W7uxjg,102,B minor,10A,0.215072
T_y-Ur3Jk1I,110,F# minor,11A,0.298812
kQx_UZVGGp8,100,G major,9B,0.171571
IWW6Wnw9Alk,106,F minor,4A,0.163215
vAxhYHnSfx8,157,A minor,8A,0.126435
ElnKK9HCfoI,148,A# minor,3A,0.135669
GtJmGKYYUcQ,110,C# minor,12A,0.07272
iTXMuN6GY58,102,C# major,3B,0.187364
ogfOktK1_tg,104,D minor,7A,0.129409
TmCX1mPYs0s,144,D major,10B,0.154729
FlNFEsyq5PQ,110,D# minor,2A,0.124192
4FgBN4ddNoc,144,D minor,7A,0.115976
rx2sUNUFHYA,100,A minor,8A,0.277638
ZKzjc47r6c8,104,D# minor,2A,0.09965
ufFTNntSvxk,106,B major,1B,0.149191
mdIWioeN2NU,100,C# minor,12A,0.224473
WIkmn4wgtZU,102,F# major,2B,0.177627
_FRhQ8gA24s,156,A major,11B,0.173649
unOdmOr4eVM,131,G# minor,1A,0.116723
rxLYAe69zc4,125,D major,10B,0.191872
YSzMVBbsKUc,136,C minor,5A,0.124162
k6zY9Ae1qlI,131,D minor,7A,0.184632
rOKp19RS0QE,144,A# major,6B,0.098941
cUoC2S2JS20,131,A# minor,3A,0.180003
QRdVk1r1T1k,117,A# major,6B,0.307675
KSYtqDZYwcM,137,F# minor,11A,0.035466
Ar4cq0S260E,95,E minor,9A,0.096457
8daQRnfVj58,144,F# minor,11A,0.095456
dXg4aywDkWc,112,A# minor,3A,0.199157
PwILkY9gRrc,110,D# minor,2A,0.164382
mMabvsMvBgY,106,F major,7B,0.238648
9zPWZeXtUTU,122,F# minor,11A,0.279724
7C4BsK0sJ4A,131,A# minor,3A,0.148992
WCriNPPUgZc,144,C# major,3B,0.327102
NoRvB_9qzT0,94,A# minor,3A,0.123818
sPfu1exEe1A,131,G# minor,1A,0.15781
qPoYPby24Ps,115,C# minor,12A,0.163374
cLtIip4pdEI,108,F# major,2B,0.087484
Fs35-0vPsk8,125,C minor,5A,0.290077
3ldZbHG4ouk,108,F minor,4A,0.159351
XSEmL3is76g,131,E minor,9A,0.128145
0KrFelB-0Hw,122,F minor,4A,0.15416
AZJfr0AWAlo,120,C major,8B,0.126786
z0PtKkbnzg8,128,C# minor,12A,0.090447
RClYIT-qdyE,117,A# minor,3A,0.099992
hnxluXIcMeE,120,F minor,4A,0.158079
FLOJIzbnlEI,122,C# minor,12A,0.228242
gQFUpTFxGug,125,C# minor,12A,0.093905
xUSQYUdfMRU,120,D minor,7A,0.173246
stdt8_n4LIU,125,F minor,4A,0.079278
acDmx0dj79g,106,E minor,9A,0.300865
fp7Q1OAzITM,122,A major,11B,0.082127
GbfO_W7TKBo,110,A# major,6B,0.090176
kSZue_u8gZI,112,F minor,4A,0.21015
uLCjcPe5t4E,112,D# minor,2A,0.263596
dEYMGmwE78g,110,F minor,4A,0.219307
S6Ji6Q7wt_I,110,F minor,4A,0.172164
DeotzCqtPyw,161,C# minor,12A,0.205395
8m_LzqDU2nw,110,C# minor,12A,0.210853
VPXU21fNEMM,112,G minor,6A,0.26074
5MjnZu3H6Sc,87,F minor,4A,0.252496
mRBzsAD7MRE,83,F minor,4A,0.135744
SKeNjTRhahQ,112,C minor,5A,0.202433
-DXtwTKdD0w,112,G major,9B,0.300448
NfM8F360SR0,112,C# major,3B,0.195463
_cyqRWgp0_A,115,D minor,7A,0.147783
2Gl0n4KEeh0,110,C# major,3B,0.150425
YJf11ZReEtw,110,G major,9B,0.165423
PqJqKF0pnw0,165,C major,8B,0.192849
7IA-vrVIsm0,106,G minor,6A,0.204125
NwWNJSNenUo,123,C# major,3B,0.062679
xqKTniWr87Y,125,C# minor,12A,0.175893
1tqBcWz0CxY,125,F# major,2B,0.126367
n7xGm06K-JI,125,A# minor,3A,0.224739
WRtWIgNG87M,129,D# major,5B,0.11427
gPdra7S35Rg,128,D minor,7A,0.246424
wp_eFU2r_AM,125,A# minor,3A,0.159968
xhBTi7wjIJ8,125,C# major,3B,0.154424
hamT4XESYG0,122,G# major,4B,0.170696
5XOuZgjIJqA,131,F minor,4A,0.307428
SV9KLYeeQ48,120,C# minor,12A,0.224476
QbL8ZVNi-XA,125,C# minor,12A,0.203702
RHyR6dVuyiA,122,A# major,6B,0.123738
w5q3mat5bSQ,125,F major,7B,0.200713
S8ASTJFz6vg,128,A major,11B,0.139563
lImz8RhsHx0,131,F# major,2B,0.088369
dFsxVdWsOgg,125,C# minor,12A,0.150258
qE6P_08ESbs,125,E major,12B,0.099099
4E1e3dCZTec,131,C# minor,12A,0.178409
edD4s9Cn79U,125,F# major,2B,0.21474
NKUHZVVSM5Q,125,D# minor,2A,0.173938
otrSOd8ugZ4,122,B minor,10A,0.152796
GZNht3Otyvg,123,A# minor,3A,0.071303
kSZue_u8gZI,112,F minor,4A,0.21015
FKEt3n5uwUI,125,E minor,9A,0.151659
0XXLUpagDFA,106,C# minor,12A,0.141932
1M-rCo7wsIY,110,C# minor,12A,0.232059
ExE6wAZCyUA,108,F minor,4A,0.113434
AhEJwVj4IKo,115,A# minor,3A,0.205273
VMfYr1uk4ag,106,A# minor,3A,0.173615
n_B-fqp1R6Y,115,D minor,7A,0.365204
yP_Zg_Gz0xQ,161,A# major,6B,0.290959
khE-vAY1Jgg,106,E minor,9A,0.218448
OI8C09FKC9I,120,E minor,9A,0.159629
yTfS0F5ShZI,126,A major,11B,0.177245
gsWP9io9wfw,110,A# minor,3A,0.132961
36dPCRvN9Qo,110,A# minor,3A,0.295482
nUm9IfIGDno,112,F minor,4A,0.19107
Kd51cof1RAI,110,C# minor,12A,0.187283
uKCMcePcg54,112,C minor,5A,0.210048
2Gl0n4KEeh0,110,C# major,3B,0.150425
Q2aAezzxPQo,115,B major,1B,0.093065
efMDtHSpaw8,106,E minor,9A,0.13917
mRBzsAD7MRE,83,F minor,4A,0.135744
JBY0mxTdr48,110,C# minor,12A,0.142526
NagT5-hgNxU,108,D minor,7A,0.131158
1eofz0uYwGs,112,A# minor,3A,0.130387
NRmF2RL6odQ,108,F minor,4A,0.197665
314seDcV5fY,115,D# minor,2A,0.210962
njXcSBzLppE,156,G# major,4B,0.1178
sikWcN-vOMs,110,C major,8B,0.1838
8f3aRB2pVXg,110,D# minor,2A,0.309418
1gC71AGjPB4,110,D# minor,2A,0.134382
vUGaSr7lM6Q,112,D# minor,2A,0.160577
lZtFqazbWLw,110,D# minor,2A,0.186876
tQwZsX2A-1c,112,C minor,5A,0.291167
TCGDojJS8nI,112,F# minor,11A,0.125133
6Kye8V59ruo,115,C# minor,12A,0.165971
eImSuHVkkFk,128,G major,9B,0.158682
PjTvhOYFgTk,112,C# minor,12A,0.292035
zEAZtXa17v8,112,D# minor,2A,0.15256
sroSo7rrm8o,85,F# minor,11A,0.283838
4SfRUgGj1Gc,112,C# minor,12A,0.198596
kux6ErsRI2g,112,C minor,5A,0.123208
lFsmqR-xtk8,110,D minor,7A,0.175544
2v1gnFSRwec,112,D# minor,2A,0.307914
DWdi4GSVijA,87,D# minor,2A,0.236436
RELORY9uA5M,110,A# major,6B,0.184635
S2llxvB_EhM,112,D minor,7A,0.110144
2Gl0n4KEeh0,110,C# major,3B,0.150425
aNttQkQRiL0,110,F# major,2B,0.084322
